标准名,标准类型,标准性质,标准状态_x,起草单位,起草人,基本信息_x,相近标准,标准详情,标准英文名,基本信息_y,相关图书,英文名,标准状态_y,标准目录,标准范围,标准引用文件,标准术语,标准内容
空间数据和信息传输系统.空间链接扩展.推进CLTU服务的应用程序接口,,,,,,,,,Space data and information transfer systems - Space Link Extension - Application Program Interface for the Forward CLTU Service,"{'标准号': 'ISO 18445-2013', '发布日期': '2013-06', '国别': '国际', '正文语种': '英语', '发布单位': '国际标准化组织', '起草单位': '', '国际标准分类号': '49_140', '总页数': '97P;A4'}","{'书名': ['国际空间站鉴定和验收环境试验要求', '北斗卫星导航原理与系统', '天空地一体化自组织网络导航技术及应用', '参考坐标系及航天应用'], '作者': ['李福秋等', '范录宏 皮亦鸣 李晋', '巩应奎 薛瑞', '黄珹，刘林']}",,,,,,,
空间数据和信息传输系统.空中链路扩展（SLE）.正向空间数据包业务应用程序接口,,,,,,,,,Space data and information transfer systems - Space Link Extension - Application Program Interface for the Forward Space Packet Service,"{'标准号': 'ISO 18446-2013', '发布日期': '2013-06', '国别': '国际', '正文语种': '英语', '发布单位': '国际标准化组织', '起草单位': '', '国际标准分类号': '49_140', '总页数': '154P;A4'}","{'书名': ['挺进太空：中国载人航天纪事', '天空地一体化自组织网络导航技术及应用', '参考坐标系及航天应用', '航空模型设计与制作'], '作者': ['兰宁远', '巩应奎 薛瑞', '黄珹，刘林', '张成茂']}",,,,,,,
月球探测器坐标系,,,,,,,,,Lunar probe coordinate system,"{'标准号': 'QJ 20002-2011', '摘要': None, '发布日期': '2011-07-19', '实施或试行日期': '2011-10-01', '国别': '中国', '正文语种': '汉语', '发布单位': '行业标准-航天', '起草单位': '中国航天科技集团公司五研究院总体部', '中国标准分类号': 'V70', '总页数': '19P.;A4'}","{'书名': ['重塑商业新生态：商业模式创新设计实战方法论', '虚拟引导的秘诀：在线会议引导的实操指南（升级版）', '智慧城市——构筑于信息高地上的城市智慧发展之道', '互联网+时代的数字化转型'], '作者': ['劳莘 周杰', '[美]Michael Wilkinson（迈克尔·威尔金森） [美]Richard Smith（理查德·史密斯）#韦国兵 石基延#王金帅 唐长军', '王爱华#陈才', '姚乐']}",,,,,,,
都柏林核心空间应用集,,,,,,,,,Dublin Core spatial application profile,"{'标准号': 'BS CWA 14858-2003', '发布日期': '2003-11-01', '实施或试行日期': '2003-11-01', '国别': '英国', '正文语种': '英语', '发布单位': '英国标准学会', '起草单位': '', '中国标准分类号': 'A14', '国际标准分类号': '35_100_70;35_240_60', '总页数': '76P.;A4'}","{'书名': ['室内软装设计实训手册', '三道手绘快题表现系列丛书——建筑学快速设计应试教程', '2015年全国二级建造师执业资格考试历年真题精解+专家预测试卷：建筑工程管理与实务', '中国古代物质文化丛书：营造法式'], '作者': ['重庆大写艺设计教育 王东 唐太鲜', '三道手绘', '全国二级建造师执业资格考试命题研究中心', '〔宋〕李诫']}",,,,,,,
绝热 通风屋面空间用矿物棉毡 第1部分:通风受限制空间应用规范,,,,,,,,,Thermal insulation - Mineral wool mats for ventilated roof spaces - Part 1: Specification for applications with restricted ventilation,"{'标准号': 'ISO 8144-1-1995', '摘要': None, '发布日期': '1995-10', '国别': '国际', '正文语种': '英语', '发布单位': '国际标准化组织', '起草单位': '', '中国标准分类号': 'Q25', '国际标准分类号': '91_100_60', '总页数': '25P;A4'}","{'书名': ['聪明人用方格笔记本', '每天一堂北大国学课', '逻辑思维与诡辩', '聪明人是怎样思考的'], '作者': ['[日]高桥政史 著 ; 袁小雅 译', '程门立雪 编著', '张晓芒 著', '叶舟 著']}",,,,,,,
扩展高度E格式形状因子空间应用模件,,,,,,,,,"Space applications module, extended height format E form factor","{'标准号': 'IEEE 1101.7-1995', '摘要': None, '发布日期': '1995-03-16', '实施或试行日期': '1995-07-19', '国别': '美国', '正文语种': '英语', '发布单位': '美国电气电子工程师学会', '起草单位': '', '中国标准分类号': 'A42', '国际标准分类号': '31_220_00', '总页数': '31P.;A4'}","{'书名': ['ModelSim电子系统分析及仿真', '电声+：电声技术国际研究进展', '电子创客（入门篇）', '雷达导引头概论'], '作者': ['于斌，米秀杰', '沈勇', '杨清德等', '高烽']}",,,,,,,
镀银铜及铜合金绞线的电子器件空间应用的标准规范,,,,,,,,,Standard Specification for Silver Coated Copper and Copper Alloy Stranded Conductors for Electronic Space Application,"{'标准号': 'ASTM B961-2008', '摘要': None, '发布日期': '2008', '国别': '美国', '正文语种': '英语', '发布单位': '美国材料与试验协会', '起草单位': '', '中国标准分类号': 'L10', '国际标准分类号': '29_060_20', '总页数': '8P.;A4'}","{'书名': [], '作者': []}",,,,,,,
航天器安全防护通用要求,,,,,,,,,General requirements for safety protection of spacecraft,"{'标准号': 'GB/T 37833-2019', '标准性质': '推荐性', '发布日期': '2019-08-30', '实施日期': '2020-03-01', '发布单位': '国家市场监督管理总局;中国国家标准化管理委员会', '起草人': '易旺民; 张彬; 卫月娥; 刘玉刚; 冯伟; 万毕乐; 邢帅; 钟红仙; 边玉川; 代卫兵; 张立伟; 刘广通; 李长勋; 唐晓强; 李斌; 刘福全', '起草单位': '; ; ', '标准技术委员会': '全国宇航技术及其应用标准化技术委员会(SAC/TC 425)', '中国标准分类号': 'V70', '国际标准分类号': '49_020', '总页数': '24', '纸质版定价': '24'}","{'书名': ['基于涵道式单旋翼的无人飞行器研究', '挺进太空：中国载人航天纪事', '世界军机涂装历史大百科', '航空大数据'], '作者': ['任小璐', '兰宁远', '胡其道', '管涛']}",,,,,,,
航天器振动试验方法,,,,,,,,,Vibration test method for spacecraft,"{'标准号': 'GB/T 34516-2017', '标准性质': '推荐性', '发布日期': '2017-11-01', '实施日期': '2018-05-01', '发布单位': '中华人民共和国国家质量监督检验检疫总局;中国国家标准化管理委员会', '起草人': '徐兰菊; 樊世超; 朱剑涛; 岳志勇; 李正举; 冯国松; 王海明; 楚丽妍; 张利', '起草单位': '北京卫星环境工程研究所; 北京空间飞行器总体设计部; 中国空间技术研究院通信卫星事业部; 中国空间技术研究院载人航天总体部; 航天东方红卫星有限公司; 上海卫星装备研究所', '标准技术委员会': '全国宇航技术及其应用标准化技术委员会(SAC/TC 425)', '中国标准分类号': 'V70', '国际标准分类号': '49_020', '总页数': '16', '纸质版定价': '18'}","{'书名': ['人类飞行的历程：美国史密森国家航空航天博物馆100种珍藏', '挺进太空：中国载人航天纪事', '卫星轨道理论与应用', '空心杯四旋翼飞行器设计与应用'], '作者': ['[美]美国国家航空航天博物馆 #徐大军 李俊', '兰宁远', '刘林 汤靖师', '彭建盛']}",,,,,,,
航天器与运载火箭匹配试验要求,,,,,,,,,Matching test requirements for spacecraft and launch vehicle,"{'标准号': 'GB/T 32298-2015', '标准性质': '推荐性', '发布日期': '2015-12-31', '实施日期': '2016-07-01', '发布单位': '中华人民共和国国家质量监督检验检疫总局;中国国家标准化管理委员会', '起草人': '刘秉; 牟宇; 张亦朴; 王静华; 王海涛; 吴义田; 刘建; 李国爱; 何巍; 谢萱', '起草单位': '', '标准技术委员会': '全国宇航技术及其应用标准化技术委员会(SAC/TC 425)', '中国标准分类号': 'V70', '国际标准分类号': '49_020', '总页数': '12', '纸质版定价': '16'}","{'书名': ['全球航天器大图解', 'NASA系统工程手册', '多旋翼无人机的设计与制作', '世界军机涂装历史大百科'], '作者': ['经纬智库', '朱一凡 等', '陆元杰', '胡其道']}",,,,,,,
航天器磁性评估和控制方法,,,,,,,,,Assessment and control methods of spacecraft magnetic property,"{'标准号': 'GB/T 32307-2015', '标准性质': '推荐性', '发布日期': '2015-12-31', '实施日期': '2016-07-01', '发布单位': '中华人民共和国国家质量监督检验检疫总局;中国国家标准化管理委员会', '起草人': '吴卫权; 王钦; 车腊梅; 柳金生; 陈丽; 王浩; 孙晓春; 谢永权; 党欣; 赵丹; 叶文; 王韬; 沈辉; 蓝增瑞; 袁孝康', '起草单位': '上海卫星装备研究所; 中国航天标准化研究所', '标准技术委员会': '全国宇航技术及其应用标准化技术委员会(SAC/TC 425)', '中国标准分类号': 'V71', '国际标准分类号': '49_060', '总页数': '40', '纸质版定价': '36'}","{'书名': ['天空地一体化自组织网络导航技术及应用', '人类飞行的历程：美国史密森国家航空航天博物馆100种珍藏', 'NASA系统工程手册', '国际空间站鉴定和验收环境试验要求'], '作者': ['巩应奎 薛瑞', '[美]美国国家航空航天博物馆 #徐大军 李俊', '朱一凡 等', '李福秋等']}",,,,,,,
运载火箭与航天器接口要求,,,,,,,,,Interface requirements for launch vehicle and spacecraft,"{'标准号': 'GB/T 32302-2015', '标准性质': '推荐性', '发布日期': '2015-12-31', '实施日期': '2016-07-01', '发布单位': '中华人民共和国国家质量监督检验检疫总局;中国国家标准化管理委员会', '起草人': '罗恒; 郑立伟; 李聃; 胡炜; 雷凯; 张亦朴; 李君; 李国爱; 孙目; 何巍; 吴义田; 刘建; 刘秉; 王旭; 成鑫; 徐珊姝; 谢萱', '起草单位': '', '标准技术委员会': '全国宇航技术及其应用标准化技术委员会(SAC/TC 425)', '中国标准分类号': 'V70', '国际标准分类号': '49_020', '总页数': '16', '纸质版定价': '18'}","{'书名': ['全球航天器大图解', '参考坐标系及航天应用', '第一届空中交通管理系统技术学术年会论文集', '空心杯四旋翼飞行器设计与应用'], '作者': ['经纬智库', '黄珹，刘林', '中国指挥与控制学会', '彭建盛']}",,,,,,,
真空技术 航天器用真空热环境模拟试验设备 通用技术条件,,,,,,,,,Vacuum technology—Vacuum thermal environmental simulation test equipment of spacecraft—General specification,"{'标准号': 'GB/T 32221-2015', '标准性质': '推荐性', '发布日期': '2015-12-10', '实施日期': '2017-01-01', '发布单位': '中华人民共和国国家质量监督检验检疫总局;中国国家标准化管理委员会', '起草人': '杨建斌; 刘玉魁; 肖祥正; 者鹏; 柏树; 刘波涛; 茹晓勤; 徐法俭; 孙凯; 林乐忠; 惠泽民; 王玲玲', '起草单位': '兰州华宇航天技术应用有限责任公司', '标准技术委员会': '全国真空技术标准化技术委员会(SAC/TC 18)', '中国标准分类号': 'J78', '国际标准分类号': '23_160', '总页数': '24', '纸质版定价': '24'}","{'书名': ['电子装备防护涂层体系环境试验技术', '工业产品设计手绘典型实例', 'FLUENT 流体分析工程案例精讲', '可靠性试验'], '作者': ['王春辉', '李远生 李晓性 彭幸宇', '朱红钧 谢龙汉 杨嵩', '胡湘洪 高军 李劲']}",,,,,,,
航天系统.航天飞机与运载工具间接口的控制文献,,,,,,,,,Space systems - Spacecraft-to-launch-vehicle interface control document,"{'标准号': 'BS ISO 15863-2006', '摘要': None, '发布日期': '2006-01-30', '实施或试行日期': '2006-01-30', '国别': '英国', '正文语种': '英语', '发布单位': '英国标准学会', '起草单位': '', '中国标准分类号': 'V71', '国际标准分类号': '49_140', '总页数': '38P;A4'}","{'书名': ['航空保障装备系统工程', '人类飞行的历程：美国史密森国家航空航天博物馆100种珍藏', '航空模型设计与制作', '航空大数据'], '作者': ['张亮 等', '[美]美国国家航空航天博物馆 #徐大军 李俊', '张成茂', '管涛']}",,,,,,,
航空航天 飞机结构用重负荷密封精密双列刚性球轴承 英制系列,,,,,,,,,"Aerospace - Airframe ball bearings, double-row, rigid, precision, sealed, heavy duty - Inch series","{'标准号': 'ISO 14215-1998', '摘要': None, '发布日期': '1998-05', '国别': '国际', '正文语种': '英语', '发布单位': '国际标准化组织', '起草单位': '', '中国标准分类号': 'V22', '国际标准分类号': '49_035', '总页数': '6P;A4'}","{'书名': ['阿波罗计划：人类探索月球的故事', '中国航空史话', '卫星轨道理论与应用', '基于涵道式单旋翼的无人飞行器研究'], '作者': ['管成学 赵骥民', '沈海军', '刘林 汤靖师', '任小璐']}",,,,,,,
航空航天 飞机结构用扭力管设计的超轻负荷密封单列刚性球轴承 英制系列,,,,,,,,,"Aerospace - Airframe ball bearings, single-row, rigid, sealed, torque tube design, extra-light duty - Inch series","{'标准号': 'ISO 14212-1998', '摘要': None, '发布日期': '1998-05', '国别': '国际', '正文语种': '英语', '发布单位': '国际标准化组织', '起草单位': '', '中国标准分类号': 'V22', '国际标准分类号': '49_035', '总页数': '6P;A4'}","{'书名': ['多旋翼无人机的设计与制作', '航空模型设计与制作', '第一届空中交通管理系统技术学术年会论文集', '基于涵道式单旋翼的无人飞行器研究'], '作者': ['陆元杰', '张成茂', '中国指挥与控制学会', '任小璐']}",,,,,,,
航空航天 飞机结构用轻负荷密封精密单列自调心球轴承 英制系列,,,,,,,,,"Aerospace - Airframe ball bearings, single-row, self-aligning, precision, sealed, light duty - Inch series","{'标准号': 'ISO 14221-1998', '摘要': None, '发布日期': '1998-05', '国别': '国际', '正文语种': '英语', '发布单位': '国际标准化组织', '起草单位': '', '中国标准分类号': 'V22', '国际标准分类号': '49_035', '总页数': '6P;A4'}","{'书名': ['天空地一体化自组织网络导航技术及应用', '国产遥感卫星进展与应用实例', '航空大数据', '卫星轨道理论与应用'], '作者': ['巩应奎 薛瑞', '胡如忠，刘雪萍，楚良才等', '管涛', '刘林 汤靖师']}",,,,,,,
航空航天 飞机结构用直径系列8和9单列刚性球轴承 米制系列,,,,,,,,,"Aerospace - Airframe ball bearings, single-row, rigid, diameter series 8 and 9 - Metric series","{'标准号': 'ISO 14203-1998', '摘要': None, '发布日期': '1998-05', '国别': '国际', '正文语种': '英语', '发布单位': '国际标准化组织', '起草单位': '', '中国标准分类号': 'V22', '国际标准分类号': '49_035', '总页数': '6P;A4'}","{'书名': ['国际空间站鉴定和验收环境试验要求', '飞行控制系统的自愈合控制', '阿波罗计划：人类探索月球的故事', '中国航空史话'], '作者': ['李福秋等', '陈复扬，王瑾', '管成学 赵骥民', '沈海军']}",,,,,,,
